Date,MWh,Min_temp,Max_temp,Avg_temp
2021-04-28,357300,16.6,27.0,21.8
2021-04-29,369526,17.8,22.8,20.3
2021-04-30,359708,15.8,19.5,17.65
2021-05-01,326083,10.8,17.4,14.1
2021-05-02,324709,18.2,26.2,22.2
2021-05-03,355985,14.2,16.1,15.15
2021-05-04,358866,14.8,22.2,18.5
2021-05-05,360820,12.5,15.4,13.95
2021-05-06,345402,12.9,17.3,15.100000000000001
2021-05-07,348856,11.9,16.5,14.2
2021-05-08,333170,9.9,11.5,10.7
2021-05-09,321625,10.3,16.8,13.55
2021-05-10,356421,11.2,15.1,13.149999999999999
2021-05-11,353517,12.2,16.8,14.5
2021-05-12,351423,11.8,17.9,14.85
2021-05-13,350029,13.7,19.2,16.45
2021-05-14,351062,15.2,22.0,18.6
2021-05-15,328050,16.4,22.7,19.549999999999997
2021-05-16,327384,16.4,21.7,19.049999999999997
2021-05-17,362224,16.6,22.9,19.75
2021-05-18,377601,19.3,26.5,22.9
2021-05-19,403734,20.9,28.6,24.75
2021-05-20,401067,16.6,21.6,19.1
2021-05-21,406843,17.4,23.0,20.2
2021-05-22,406830,24.0,30.8,27.4
2021-05-23,425957,25.1,31.6,28.35
2021-05-24,384548,16.0,19.0,17.5
2021-05-25,395964,17.4,21.6,19.5
2021-05-26,444047,23.0,29.3,26.15
2021-05-27,421184,22.7,27.7,25.2
2021-05-28,376794,14.8,18.9,16.85
2021-05-29,344443,9.8,11.1,10.45
2021-05-30,338613,9.8,11.5,10.65
2021-05-31,331594,14.0,20.5,17.25
2021-06-01,368916,16.8,23.8,20.3
2021-06-02,384575,17.2,21.7,19.45
2021-06-03,394875,17.7,22.4,20.049999999999997
2021-06-04,417200,20.8,25.4,23.1
2021-06-05,435041,24.1,31.5,27.8
2021-06-06,480108,25.7,31.4,28.549999999999997
2021-06-07,538108,25.2,30.3,27.75
2021-06-08,535458,25.1,30.2,27.65
2021-06-09,545958,25.5,30.4,27.95
2021-06-10,482074,22.5,26.5,24.5
2021-06-11,415274,17.6,20.7,19.15
2021-06-12,383299,18.5,21.3,19.9
2021-06-13,384833,18.7,23.6,21.15
2021-06-14,417920,19.1,21.3,20.200000000000003
2021-06-15,425076,20.9,25.4,23.15
2021-06-16,401587,19.4,23.3,21.35
2021-06-17,397991,18.6,24.0,21.3
2021-06-18,423960,20.8,27.5,24.15
2021-06-19,450071,24.2,32.3,28.25
2021-06-20,451424,23.0,29.2,26.1
2021-06-21,531239,24.6,27.8,26.200000000000003
2021-06-22,446933,20.5,24.5,22.5
2021-06-23,392962,17.9,23.2,20.549999999999997
2021-06-24,411361,18.4,22.7,20.549999999999997
2021-06-25,435296,19.5,24.2,21.85
2021-06-26,464480,22.7,26.2,24.45
2021-06-27,510104,25.6,29.2,27.4
2021-06-28,594510,27.5,32.5,30.0
2021-06-29,618929,28.5,33.5,31.0
2021-06-30,614517,29.8,35.4,32.6
2021-07-01,529786,24.9,28.6,26.75
2021-07-02,465323,22.0,24.4,23.2
2021-07-03,377791,17.7,19.5,18.6
2021-07-04,372944,20.2,25.0,22.6
2021-07-05,439509,22.7,26.3,24.5
2021-07-06,538613,26.4,33.3,29.849999999999998
2021-07-07,550353,26.7,31.8,29.25
2021-07-08,515975,24.5,27.9,26.2
2021-07-09,498113,24.7,30.0,27.35
2021-07-10,448446,23.2,25.8,24.5
2021-07-11,430384,22.4,24.7,23.549999999999997
2021-07-12,496398,24.8,28.4,26.6
2021-07-13,484708,22.9,25.7,24.299999999999997
2021-07-14,516042,24.9,30.5,27.7
2021-07-15,551789,25.7,29.3,27.5
2021-07-16,570552,27.7,32.4,30.049999999999997
2021-07-17,514869,26.8,30.7,28.75
2021-07-18,474043,25.1,28.4,26.75
2021-07-19,495959,24.0,27.7,25.85
2021-07-20,525650,25.6,31.0,28.3
2021-07-21,491012,23.9,28.0,25.95
2021-07-22,459845,22.4,26.7,24.549999999999997
2021-07-23,458287,22.4,26.3,24.35
2021-07-24,436459,22.6,26.7,24.65
2021-07-25,463355,24.3,28.7,26.5
2021-07-26,532521,26.1,31.8,28.950000000000003
2021-07-27,522558,25.0,30.5,27.75
2021-07-28,490337,23.3,26.9,25.1
2021-07-29,471653,22.4,25.4,23.9
2021-07-30,455163,23.2,27.9,25.549999999999997
2021-07-31,384501,19.7,25.8,22.75
2021-08-01,393980,21.3,24.1,22.700000000000003
2021-08-02,432120,21.4,26.5,23.95
2021-08-03,428325,20.4,24.2,22.299999999999997
2021-08-04,435027,21.0,24.4,22.7
2021-08-05,453627,21.6,27.0,24.3
2021-08-06,495648,23.7,28.7,26.2
2021-08-07,480482,24.5,29.6,27.05
2021-08-08,450707,20.9,22.7,21.799999999999997
2021-08-09,506104,22.8,26.3,24.55
2021-08-10,533246,23.9,27.2,25.549999999999997
2021-08-11,576272,26.6,31.7,29.15
2021-08-12,591527,28.2,35.1,31.65
2021-08-13,600360,28.4,33.0,30.7
2021-08-14,530336,27.1,31.4,29.25
2021-08-15,440552,23.6,27.6,25.6
2021-08-16,472967,22.8,26.5,24.65
2021-08-17,494718,23.7,26.1,24.9
2021-08-18,516433,24.3,26.9,25.6
2021-08-19,543100,26.3,30.3,28.3
2021-08-20,525709,24.5,26.6,25.55
2021-08-21,500330,24.6,27.0,25.8
2021-08-22,474030,23.0,23.5,23.25
2021-08-23,514700,24.5,28.5,26.5
2021-08-24,545593,25.9,30.8,28.35
2021-08-25,565729,25.8,31.2,28.5
2021-08-26,598650,26.7,31.8,29.25
2021-08-27,583902,27.1,32.3,29.7
2021-08-28,471359,22.9,25.9,24.4
2021-08-29,444715,21.8,24.4,23.1
2021-08-30,528948,24.5,28.6,26.55
2021-08-31,508719,24.5,28.8,26.65
2021-09-01,455094,21.3,23.2,22.25
2021-09-02,404896,19.3,24.4,21.85
2021-09-03,394874,18.2,21.9,20.049999999999997
2021-09-04,381463,19.5,24.9,22.2
2021-09-05,390216,20.7,24.5,22.6
2021-09-06,411241,22.5,27.0,24.75
2021-09-07,431277,20.7,26.0,23.35
2021-09-08,469124,23.1,26.5,24.8
2021-09-09,447704,21.1,22.7,21.9
2021-09-10,405248,19.5,22.9,21.2
2021-09-11,379406,19.1,24.7,21.9
2021-09-12,414037,22.9,28.9,25.9
2021-09-13,476225,24.9,29.0,26.95
2021-09-14,466466,22.0,25.7,23.85
2021-09-15,498502,24.7,29.9,27.299999999999997
2021-09-16,455728,21.5,24.0,22.75
2021-09-17,457534,21.7,23.7,22.7
2021-09-18,442843,23.0,27.3,25.15
2021-09-19,389462,20.3,23.5,21.9
2021-09-20,414650,18.7,22.7,20.7
2021-09-21,420718,20.1,23.0,21.55
2021-09-22,465200,22.5,25.0,23.75
2021-09-23,472433,23.0,26.0,24.5
2021-09-24,398403,18.6,22.3,20.450000000000003
2021-09-25,361999,18.2,22.6,20.4
2021-09-26,349913,18.1,21.4,19.75
2021-09-27,395893,19.8,25.9,22.85
2021-09-28,401475,19.6,22.4,21.0
2021-09-29,371318,15.6,20.1,17.85
2021-09-30,368584,15.3,19.0,17.15
2021-10-01,360615,14.2,19.4,16.799999999999997
2021-10-02,345926,16.5,23.8,20.15
2021-10-03,363003,18.9,25.9,22.4
2021-10-04,407602,19.3,21.1,20.200000000000003
2021-10-05,385804,17.0,19.9,18.45
2021-10-06,384145,17.8,20.4,19.1
2021-10-07,392990,18.6,22.4,20.5
2021-10-08,396250,18.5,23.9,21.2
2021-10-09,356688,17.5,20.2,18.85
2021-10-10,350618,17.3,18.8,18.05
2021-10-11,380322,18.1,21.5,19.8
2021-10-12,389922,17.6,21.5,19.55
2021-10-13,392677,18.0,21.6,19.8
2021-10-14,398505,19.3,25.0,22.15
2021-10-15,407906,19.6,25.0,22.3
2021-10-16,381062,20.1,24.5,22.3
2021-10-17,338428,13.9,17.4,15.649999999999999
2021-10-18,366490,11.9,15.9,13.9
2021-10-19,366013,13.4,19.1,16.25
2021-10-20,372814,17.9,24.2,21.049999999999997
2021-10-21,379073,17.1,23.0,20.05
2021-10-22,373467,17.3,20.2,18.75
2021-10-23,343715,12.9,16.1,14.5
2021-10-24,338150,11.9,15.5,13.7
2021-10-25,382666,18.3,23.1,20.700000000000003
2021-10-26,386916,15.7,17.0,16.35
2021-10-27,372780,13.8,16.1,14.950000000000001
2021-10-28,370213,11.5,15.1,13.3
2021-10-29,373093,11.5,14.2,12.85
2021-10-30,354960,15.4,17.7,16.55
2021-10-31,341288,14.5,18.3,16.4
2021-11-01,368267,11.7,14.5,13.1
2021-11-02,381553,9.3,11.4,10.350000000000001
2021-11-03,387462,6.8,10.9,8.85
2021-11-04,392496,6.4,9.8,8.100000000000001
2021-11-05,388933,6.3,10.6,8.45
2021-11-06,362899,6.7,10.5,8.6
2021-11-07,370979,6.9,11.8,9.350000000000001
2021-11-08,378526,10.6,16.5,13.55
2021-11-09,378210,11.6,19.5,15.55
2021-11-10,371055,12.4,17.3,14.850000000000001
2021-11-11,378296,10.0,15.0,12.5
2021-11-12,380179,15.1,18.5,16.8
2021-11-13,363727,9.1,16.1,12.600000000000001
2021-11-14,364484,5.9,8.4,7.15
2021-11-15,401029,5.5,8.6,7.05
2021-11-16,401603,5.2,9.5,7.35
2021-11-17,400827,7.3,12.3,9.8
2021-11-18,386099,13.3,18.9,16.1
2021-11-19,395872,6.7,9.7,8.2
2021-11-20,377006,4.2,6.7,5.45
2021-11-21,365167,8.2,11.9,10.05
2021-11-22,400669,8.4,11.3,9.850000000000001
2021-11-23,415459,2.2,5.5,3.85
2021-11-24,411563,2.1,7.0,4.55
2021-11-25,368786,5.9,11.3,8.600000000000001
2021-11-26,383990,5.7,7.4,6.550000000000001
2021-11-27,390358,2.1,4.5,3.3
2021-11-28,397107,2.0,4.5,3.25
2021-11-29,424413,2.9,5.9,4.4
2021-11-30,432433,1.2,4.7,2.95
2021-12-01,414962,4.2,8.6,6.4
2021-12-02,409290,10.0,13.6,11.8
2021-12-03,410901,5.4,9.3,7.3500000000000005
2021-12-04,393324,4.3,8.4,6.35
2021-12-05,386815,4.3,7.6,5.949999999999999
2021-12-06,409530,12.2,16.3,14.25
2021-12-07,424133,3.5,8.7,6.1
2021-12-08,436185,2.6,4.7,3.6500000000000004
2021-12-09,439318,1.1,3.6,2.35
2021-12-10,421014,5.2,8.5,6.85
2021-12-11,385857,12.0,17.4,14.7
2021-12-12,374538,6.7,12.6,9.65
2021-12-13,407557,5.4,10.3,7.8500000000000005
2021-12-14,406508,5.9,10.4,8.15
2021-12-15,417533,6.0,10.3,8.15
2021-12-16,393911,11.7,14.5,13.1
2021-12-17,387297,11.5,14.1,12.8
2021-12-18,395970,5.5,6.8,6.15
2021-12-19,402296,3.7,7.2,5.45
2021-12-20,438651,-1.3,1.8,0.25
2021-12-21,427748,1.3,5.5,3.4
2021-12-22,427415,4.2,8.1,6.15
2021-12-23,434566,-0.0,2.2,1.1
2021-12-24,412041,1.4,5.7,3.55
2021-12-25,381031,5.4,9.0,7.2
2021-12-26,377826,6.3,8.7,7.5
2021-12-27,424491,1.1,2.6,1.85
2021-12-28,411471,5.1,8.4,6.75
2021-12-29,411729,5.3,7.7,6.5
2021-12-30,401376,6.4,8.5,7.45
2021-12-31,380279,8.5,11.1,9.8
2022-01-01,364945,9.5,11.6,10.55
2022-01-02,382944,9.5,13.6,11.55
2022-01-03,448996,-1.3,2.0,0.35
2022-01-04,453310,-3.2,0.6,-1.3
2022-01-05,438027,1.9,7.0,4.45
2022-01-06,435247,1.8,4.1,2.9499999999999997
2022-01-07,452261,-1.8,-0.3,-1.05
2022-01-08,439824,-6.0,-2.6,-4.3
2022-01-09,422709,0.3,3.9,2.1
2022-01-10,455889,-1.5,4.1,1.2999999999999998
2022-01-11,486958,-7.1,-4.2,-5.65
2022-01-12,465751,-2.1,4.6,1.2499999999999998
2022-01-13,432684,0.9,6.9,3.9000000000000004
2022-01-14,440947,1.5,5.1,3.3
2022-01-15,472953,-8.1,-5.2,-6.65
2022-01-16,461701,-6.7,2.0,-2.35
2022-01-17,446764,3.4,9.2,6.3
2022-01-18,455428,-1.0,2.0,0.5
2022-01-19,446006,1.6,7.6,4.6
2022-01-20,451197,0.7,5.3,3.0
2022-01-21,483931,-8.2,-5.2,-6.699999999999999
2022-01-22,463056,-6.9,-1.5,-4.2
2022-01-23,438048,-2.3,2.8,0.25
2022-01-24,459578,-1.4,0.3,-0.5499999999999999
2022-01-25,450540,1.4,6.4,3.9000000000000004
2022-01-26,470414,-5.3,-3.0,-4.15
2022-01-27,477551,-5.3,-0.2,-2.75
2022-01-28,463408,-1.3,0.7,-0.30000000000000004
2022-01-29,472203,-8.5,-1.8,-5.15
2022-01-30,464368,-10.4,-6.2,-8.3
2022-01-31,472752,-10.8,-3.4,-7.1000000000000005
2022-02-01,458322,-7.4,-1.6,-4.5
2022-02-02,435492,-1.3,3.5,1.1
2022-02-03,435333,4.9,9.4,7.15
2022-02-04,450497,4.0,11.7,7.85
2022-02-05,448858,-4.2,-1.8,-3.0
2022-02-06,446185,-5.5,-1.4,-3.45
2022-02-07,451630,-0.2,2.6,1.2
2022-02-08,436570,2.6,8.0,5.3
2022-02-09,427932,0.1,4.8,2.4499999999999997
2022-02-10,418997,4.1,11.1,7.6
2022-02-11,405937,4.4,12.2,8.3
2022-02-12,383488,9.8,13.4,11.600000000000001
2022-02-13,418603,0.0,5.0,2.5
2022-02-14,470508,-7.0,-3.3,-5.15
2022-02-15,472536,-5.4,-0.3,-2.85
2022-02-16,443515,0.7,6.2,3.45
2022-02-17,409066,11.1,17.0,14.05
2022-02-18,414991,6.8,15.4,11.1
2022-02-19,427191,-1.6,3.6,1.0
2022-02-20,415199,-2.7,2.7,0.0
2022-02-21,394780,2.7,9.9,6.300000000000001
2022-02-22,408506,8.2,14.3,11.25
2022-02-23,398469,13.3,19.0,16.15
2022-02-24,434053,-0.3,2.2,0.9500000000000001
2022-02-25,446363,1.1,6.7,3.9000000000000004
2022-02-26,418335,-2.0,3.0,0.5
2022-02-27,401051,1.5,8.1,4.8
2022-02-28,434624,-1.4,1.5,0.050000000000000044
2022-03-01,432395,1.9,5.9,3.9000000000000004
2022-03-02,406531,5.4,10.6,8.0
2022-03-03,416973,3.0,5.4,4.2
2022-03-04,430519,-2.6,3.2,0.30000000000000004
2022-03-05,396104,1.0,5.4,3.2
2022-03-06,360191,12.1,19.5,15.8
2022-03-07,390578,17.4,23.0,20.2
2022-03-08,392419,5.3,13.1,9.2
2022-03-09,423633,2.1,3.8,2.95
2022-03-10,403381,2.8,8.7,5.75
2022-03-11,391633,4.5,10.5,7.5
2022-03-12,407073,1.3,6.5,3.9
2022-03-13,391820,-2.2,2.9,0.34999999999999987
2022-03-14,399280,5.3,13.3,9.3
2022-03-15,383112,9.3,15.7,12.5
2022-03-16,368983,9.5,16.4,12.95
2022-03-17,376855,8.0,12.0,10.0
2022-03-18,359371,11.7,20.8,16.25
2022-03-19,340963,12.5,17.7,15.1
2022-03-20,345386,11.0,15.0,13.0
2022-03-21,365711,9.8,15.7,12.75
2022-03-22,369472,8.4,13.1,10.75
2022-03-23,390981,4.7,7.9,6.300000000000001
2022-03-24,390837,7.0,9.7,8.35
2022-03-25,376651,9.8,15.9,12.850000000000001
2022-03-26,355638,7.9,10.1,9.0
2022-03-27,370833,3.9,7.7,5.8
2022-03-28,432280,-2.6,0.2,-1.2
2022-03-29,422667,-0.9,3.2,1.1500000000000001
2022-03-30,415453,1.4,5.7,3.55
2022-03-31,387855,13.3,18.9,16.1
2022-04-01,381021,10.8,15.1,12.95
2022-04-02,352549,5.8,11.1,8.45
2022-04-03,366445,5.8,8.5,7.15
2022-04-04,380454,7.3,12.3,9.8
2022-04-05,373680,6.6,12.1,9.35
2022-04-06,379429,8.8,12.6,10.7
2022-04-07,391376,8.6,11.2,9.899999999999999
2022-04-08,366369,11.7,16.7,14.2
2022-04-09,346982,9.2,13.9,11.55
2022-04-10,354325,7.2,9.9,8.55
2022-04-11,366013,7.4,12.7,10.05
2022-04-12,356978,12.7,20.6,16.65
2022-04-13,359734,13.2,18.3,15.75
2022-04-14,363493,19.8,28.6,24.200000000000003
2022-04-15,342061,13.7,19.6,16.65
2022-04-16,337822,14.0,19.8,16.9
2022-04-17,329959,7.2,10.2,8.7
2022-04-18,371403,5.9,10.1,8.0
2022-04-19,383257,7.9,11.2,9.55
2022-04-20,364751,8.3,13.9,11.100000000000001
2022-04-21,371922,9.3,12.9,11.100000000000001
2022-04-22,349912,13.3,18.2,15.75
2022-04-23,331229,10.1,14.5,12.3
2022-04-24,317182,10.8,15.5,13.15
2022-04-25,354332,10.1,14.4,12.25
2022-04-26,367151,12.8,16.2,14.5
2022-04-27,366888,9.9,13.2,11.55
2022-04-28,363575,7.4,12.3,9.850000000000001
2022-04-29,354137,9.2,15.3,12.25
2022-04-30,324495,10.8,17.7,14.25
2022-05-01,318743,11.5,18.6,15.05
2022-05-02,364459,11.9,14.8,13.350000000000001
2022-05-03,355332,11.5,18.3,14.9
2022-05-04,365483,13.3,20.5,16.9
2022-05-05,349202,15.8,21.8,18.8
2022-05-06,357753,12.3,14.0,13.15
2022-05-07,337622,8.5,10.4,9.45
2022-05-08,320761,9.5,12.8,11.15
2022-05-09,344868,12.1,18.6,15.350000000000001
2022-05-10,345909,13.7,19.9,16.799999999999997
2022-05-11,352804,14.5,21.1,17.8
2022-05-12,367219,15.3,20.9,18.1
2022-05-13,383995,16.3,21.3,18.8
2022-05-14,368342,16.4,20.6,18.5
2022-05-15,363172,17.8,24.6,21.200000000000003
2022-05-16,391582,19.0,23.1,21.05
2022-05-17,365360,17.7,23.1,20.4
2022-05-18,354919,16.2,21.3,18.75
2022-05-19,366395,15.5,21.8,18.65
2022-05-20,369533,16.3,21.3,18.8
2022-05-21,408354,23.0,32.0,27.5
2022-05-22,426749,25.1,30.5,27.8
2022-05-23,387040,19.1,22.4,20.75
2022-05-24,368690,15.9,19.1,17.5
2022-05-25,366308,14.5,19.0,16.75
2022-05-26,376922,15.6,19.5,17.55
2022-05-27,405941,19.5,23.6,21.55
2022-05-28,370143,20.2,23.0,21.6
2022-05-29,354089,19.2,24.5,21.85
2022-05-30,407158,22.0,29.0,25.5
2022-05-31,513029,27.0,33.6,30.3
2022-06-01,422070,18.0,21.5,19.75
2022-06-02,419580,20.6,26.8,23.700000000000003
2022-06-03,409061,20.6,24.3,22.450000000000003
2022-06-04,370229,19.9,26.3,23.1
2022-06-05,354341,18.4,23.7,21.049999999999997
2022-06-06,408991,19.8,25.9,22.85
2022-06-07,417263,19.7,24.5,22.1
2022-06-08,437771,22.8,29.3,26.05
2022-06-09,442467,22.7,28.1,25.4
2022-06-10,407263,20.4,26.1,23.25
2022-06-11,380077,20.2,24.2,22.2
2022-06-12,372179,19.0,22.6,20.8
2022-06-13,450830,23.0,27.4,25.2
2022-06-14,439182,22.4,27.7,25.049999999999997
2022-06-15,458247,21.3,26.8,24.05
2022-06-16,456388,19.9,23.0,21.45
2022-06-17,478940,25.1,31.9,28.5
2022-06-18,370098,19.1,21.8,20.450000000000003
2022-06-19,328801,17.4,22.1,19.75
2022-06-20,382314,19.6,26.3,22.950000000000003
2022-06-21,421047,19.9,26.3,23.1
2022-06-22,431426,18.4,20.3,19.35
2022-06-23,418264,19.1,22.2,20.65
2022-06-24,438680,20.6,25.8,23.200000000000003
2022-06-25,456234,24.2,32.3,28.25
2022-06-26,478066,24.7,30.7,27.7
2022-06-27,470754,23.6,26.5,25.05
2022-06-28,428090,22.3,27.7,25.0
2022-06-29,443985,22.6,29.0,25.8
2022-06-30,475488,24.1,31.5,27.8
2022-07-01,526072,26.3,33.6,29.950000000000003
2022-07-02,492965,25.6,30.1,27.85
2022-07-03,442303,25.4,31.0,28.2
2022-07-04,423686,24.0,30.0,27.0
2022-07-05,475326,24.1,30.1,27.1
2022-07-06,499684,26.6,31.7,29.15
2022-07-07,481602,23.7,26.9,25.299999999999997
2022-07-08,482822,23.4,28.8,26.1
2022-07-09,440819,24.1,29.5,26.8
2022-07-10,412997,22.6,27.1,24.85
2022-07-11,472530,22.4,28.3,25.35
2022-07-12,521841,26.2,33.8,30.0
2022-07-13,527084,26.6,32.6,29.6
2022-07-14,516803,26.2,31.4,28.799999999999997
2022-07-15,486175,24.3,28.4,26.35
2022-07-16,462208,23.3,27.6,25.450000000000003
2022-07-17,480966,24.0,27.8,25.9
2022-07-18,526190,25.0,30.0,27.5
2022-07-19,558981,27.0,33.6,30.3
2022-07-20,605859,28.1,33.8,30.95
2022-07-21,608105,28.5,33.5,31.0
2022-07-22,585707,27.4,34.1,30.75
2022-07-23,559974,28.1,34.3,31.2
2022-07-24,563938,29.8,35.8,32.8
2022-07-25,574545,27.2,31.4,29.299999999999997
2022-07-26,496129,24.6,28.8,26.700000000000003
2022-07-27,498791,23.7,28.0,25.85
2022-07-28,556273,25.9,30.5,28.2
2022-07-29,532754,26.4,30.5,28.45
2022-07-30,482024,26.3,32.0,29.15
2022-07-31,470435,24.3,28.5,26.4
2022-08-01,498356,23.2,26.1,24.65
2022-08-02,537157,26.8,33.2,30.0
2022-08-03,544856,25.5,32.3,28.9
2022-08-04,581315,27.0,33.0,30.0
2022-08-05,576386,27.8,32.7,30.25
2022-08-06,560940,27.6,32.4,30.0
2022-08-07,573906,28.2,34.1,31.15
2022-08-08,621287,29.5,34.5,32.0
2022-08-09,611972,30.0,37.3,33.65
2022-08-10,543232,26.3,32.6,29.450000000000003
2022-08-11,527410,26.3,32.1,29.200000000000003
2022-08-12,475127,25.0,29.0,27.0
2022-08-13,411863,22.0,27.0,24.5
2022-08-14,412349,22.0,26.9,24.45
2022-08-15,465434,22.5,27.3,24.9
