latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,51.0,-14400,America/New_York,GMT-4

time,temperature_2m_mean (°C),temperature_2m_max (°C)
2020-01-01,2.1,4.2
2020-01-02,2.3,8.8
2020-01-03,6.3,9.2
2020-01-04,7.5,9.9
2020-01-05,2.5,5.0
2020-01-06,2.6,7.5
2020-01-07,2.4,5.9
2020-01-08,0.8,4.9
2020-01-09,-2.3,0.4
2020-01-10,4.8,11.0
2020-01-11,13.6,18.2
2020-01-12,14.6,18.6
2020-01-13,4.7,8.7
2020-01-14,4.0,6.6
2020-01-15,5.5,9.2
2020-01-16,5.5,8.5
2020-01-17,-3.3,0.6
2020-01-18,-3.3,2.3
2020-01-19,2.6,6.9
2020-01-20,-4.1,-1.0
2020-01-21,-3.7,1.0
2020-01-22,-2.4,2.8
2020-01-23,-0.2,6.8
2020-01-24,2.7,9.4
2020-01-25,4.9,9.5
2020-01-26,3.8,7.7
2020-01-27,3.1,7.1
2020-01-28,2.8,5.3
2020-01-29,0.5,4.2
2020-01-30,-2.1,1.1
2020-01-31,2.0,6.2
2020-02-01,2.4,5.4
2020-02-02,2.6,6.0
2020-02-03,5.6,12.3
2020-02-04,6.9,13.0
2020-02-05,4.8,8.9
2020-02-06,4.1,6.4
2020-02-07,4.8,13.8
2020-02-08,0.7,4.7
2020-02-09,1.2,6.4
2020-02-10,5.3,8.7
2020-02-11,6.0,7.4
2020-02-12,4.2,7.1
2020-02-13,4.1,6.4
2020-02-14,-1.3,2.8
2020-02-15,-5.7,-1.8
2020-02-16,1.4,7.5
2020-02-17,3.5,9.6
2020-02-18,4.3,9.1
2020-02-19,4.7,7.9
2020-02-20,-0.5,3.1
2020-02-21,-2.9,1.6
2020-02-22,1.5,8.7
2020-02-23,4.0,11.7
2020-02-24,5.2,12.7
2020-02-25,7.2,9.9
2020-02-26,7.1,10.1
2020-02-27,4.2,8.4
2020-02-28,0.4,4.8
2020-02-29,-1.3,2.4
2020-03-01,-0.2,6.7
2020-03-02,6.2,13.4
2020-03-03,9.3,13.4
2020-03-04,8.5,13.0
2020-03-05,5.2,10.4
2020-03-06,3.9,7.0
2020-03-07,3.7,8.1
2020-03-08,5.3,13.7
2020-03-09,11.1,20.0
2020-03-10,12.3,15.7
2020-03-11,8.2,12.4
2020-03-12,5.7,8.8
2020-03-13,12.4,19.5
2020-03-14,8.1,12.3
2020-03-15,6.7,11.1
2020-03-16,2.7,6.5
2020-03-17,6.8,12.0
2020-03-18,6.1,9.9
2020-03-19,8.1,12.4
2020-03-20,14.5,23.5
2020-03-21,8.3,17.0
2020-03-22,2.4,5.8
2020-03-23,2.7,5.2
2020-03-24,6.3,13.9
2020-03-25,5.1,7.7
2020-03-26,6.5,13.7
2020-03-27,11.9,18.0
2020-03-28,7.7,9.8
2020-03-29,8.5,11.6
2020-03-30,7.5,11.7
2020-03-31,5.8,8.3
2020-04-01,6.8,12.4
2020-04-02,8.1,13.4
2020-04-03,8.1,10.1
2020-04-04,9.4,14.3
2020-04-05,10.0,15.8
2020-04-06,11.7,17.3
2020-04-07,11.4,17.0
2020-04-08,12.8,18.8
2020-04-09,9.8,16.3
2020-04-10,6.2,9.1
2020-04-11,6.7,11.1
2020-04-12,9.4,15.3
2020-04-13,14.7,18.6
2020-04-14,10.1,13.3
2020-04-15,7.3,10.8
2020-04-16,6.1,8.8
2020-04-17,4.8,10.2
2020-04-18,6.2,8.6
2020-04-19,8.6,15.4
2020-04-20,9.1,11.8
2020-04-21,8.8,15.4
2020-04-22,4.9,9.4
2020-04-23,5.3,9.7
2020-04-24,7.1,8.9
2020-04-25,9.2,16.5
2020-04-26,7.8,9.4
2020-04-27,6.1,8.1
2020-04-28,9.3,17.5
2020-04-29,8.7,13.5
2020-04-30,12.6,15.3
2020-05-01,13.9,18.4
2020-05-02,15.1,21.4
2020-05-03,17.5,24.5
2020-05-04,15.0,20.0
2020-05-05,10.5,14.9
2020-05-06,8.6,11.5
2020-05-07,11.5,16.9
2020-05-08,8.5,10.8
2020-05-09,4.6,8.0
2020-05-10,9.3,15.9
2020-05-11,10.2,14.9
2020-05-12,9.2,14.7
2020-05-13,9.3,15.7
2020-05-14,11.4,16.2
2020-05-15,20.2,27.6
2020-05-16,19.1,23.3
2020-05-17,13.3,16.4
2020-05-18,14.7,20.2
2020-05-19,14.0,18.2
2020-05-20,12.2,17.1
2020-05-21,11.3,15.9
2020-05-22,16.3,22.0
2020-05-23,16.1,20.2
2020-05-24,13.8,18.7
2020-05-25,15.2,19.8
2020-05-26,16.7,21.7
2020-05-27,17.4,22.1
2020-05-28,18.8,22.8
2020-05-29,22.1,25.7
2020-05-30,22.2,26.0
2020-05-31,16.3,20.4
2020-06-01,14.7,19.5
2020-06-02,17.4,21.5
2020-06-03,21.2,28.7
2020-06-04,22.7,29.0
2020-06-05,21.6,24.1
2020-06-06,24.1,29.3
2020-06-07,19.8,24.5
2020-06-08,19.2,25.3
2020-06-09,22.8,30.3
2020-06-10,22.9,26.8
2020-06-11,23.9,28.3
2020-06-12,23.5,28.4
2020-06-13,18.8,22.7
2020-06-14,16.6,22.0
2020-06-15,17.8,22.6
2020-06-16,18.5,24.1
2020-06-17,18.8,24.5
2020-06-18,19.8,23.4
2020-06-19,21.3,24.8
2020-06-20,22.7,27.0
2020-06-21,23.4,27.5
2020-06-22,25.2,30.4
2020-06-23,24.2,27.7
2020-06-24,25.5,30.0
2020-06-25,23.4,28.5
2020-06-26,24.1,30.2
2020-06-27,23.1,26.4
2020-06-28,24.1,28.7
2020-06-29,24.1,29.0
2020-06-30,22.1,25.4
2020-07-01,22.5,26.5
2020-07-02,25.2,31.7
2020-07-03,26.2,31.5
2020-07-04,23.6,28.8
2020-07-05,25.9,32.4
2020-07-06,26.0,32.6
2020-07-07,23.9,26.6
2020-07-08,25.0,28.1
2020-07-09,25.3,29.6
2020-07-10,23.2,24.3
2020-07-11,24.8,28.2
2020-07-12,25.7,30.9
2020-07-13,25.7,31.1
2020-07-14,24.4,28.1
2020-07-15,22.9,25.2
2020-07-16,21.9,24.0
2020-07-17,24.0,29.2
2020-07-18,26.1,32.6
2020-07-19,27.4,33.7
2020-07-20,29.7,35.7
2020-07-21,26.7,31.7
2020-07-22,27.3,31.7
2020-07-23,25.8,31.0
2020-07-24,24.0,25.8
2020-07-25,25.5,29.8
2020-07-26,28.0,34.1
2020-07-27,28.8,35.4
2020-07-28,28.9,34.1
2020-07-29,27.0,31.2
2020-07-30,27.7,32.4
2020-07-31,24.4,27.0
2020-08-01,25.1,29.4
2020-08-02,26.2,28.9
2020-08-03,27.0,31.5
2020-08-04,24.4,26.6
2020-08-05,25.6,30.6
2020-08-06,22.1,25.3
2020-08-07,23.6,27.1
2020-08-08,23.3,26.3
2020-08-09,24.8,29.0
2020-08-10,26.6,31.3
2020-08-11,26.5,29.1
2020-08-12,26.7,30.6
2020-08-13,24.3,25.5
2020-08-14,25.4,29.5
2020-08-15,23.6,28.7
2020-08-16,20.1,21.6
2020-08-17,20.8,25.8
2020-08-18,23.2,28.2
2020-08-19,21.0,23.7
2020-08-20,20.9,25.6
2020-08-21,23.2,28.5
2020-08-22,25.0,29.8
2020-08-23,24.3,28.2
2020-08-24,25.8,31.6
2020-08-25,26.4,32.9
2020-08-26,22.3,25.9
2020-08-27,25.0,33.3
2020-08-28,24.4,31.4
2020-08-29,23.7,25.4
2020-08-30,21.5,25.5
2020-08-31,19.8,23.1
2020-09-01,21.9,24.8
2020-09-02,22.7,24.9
2020-09-03,24.7,29.4
2020-09-04,24.0,28.6
2020-09-05,20.8,25.5
2020-09-06,21.3,26.4
2020-09-07,21.1,24.8
2020-09-08,21.7,26.8
2020-09-09,22.3,26.3
2020-09-10,23.9,27.0
2020-09-11,21.8,24.4
2020-09-12,18.0,20.9
2020-09-13,20.0,22.9
2020-09-14,20.7,24.7
2020-09-15,15.0,18.8
2020-09-16,17.0,22.0
2020-09-17,19.1,22.1
2020-09-18,17.1,19.7
2020-09-19,12.9,16.8
2020-09-20,12.6,16.5
2020-09-21,12.8,18.2
2020-09-22,14.7,22.0
2020-09-23,18.4,25.9
2020-09-24,18.5,24.4
2020-09-25,18.4,24.6
2020-09-26,18.8,22.5
2020-09-27,20.9,25.1
2020-09-28,21.2,23.7
2020-09-29,20.6,23.5
2020-09-30,18.8,21.1
2020-10-01,17.7,21.9
2020-10-02,15.0,18.1
2020-10-03,13.6,18.4
2020-10-04,14.0,18.5
2020-10-05,15.0,19.5
2020-10-06,16.1,19.9
2020-10-07,17.8,24.2
2020-10-08,14.2,17.6
2020-10-09,14.1,19.3
2020-10-10,18.1,23.6
2020-10-11,17.2,19.1
2020-10-12,12.3,14.5
2020-10-13,13.8,15.0
2020-10-14,14.3,20.3
2020-10-15,16.2,22.0
2020-10-16,13.8,17.1
2020-10-17,10.7,15.1
2020-10-18,12.0,16.7
2020-10-19,14.2,17.6
2020-10-20,16.4,21.3
2020-10-21,16.6,19.7
2020-10-22,18.1,20.8
2020-10-23,17.4,19.9
2020-10-24,16.3,21.0
2020-10-25,9.1,10.7
2020-10-26,13.5,16.5
2020-10-27,13.8,15.3
2020-10-28,13.0,16.2
2020-10-29,10.7,12.3
2020-10-30,5.3,8.2
2020-10-31,4.0,6.9
2020-11-01,9.2,13.7
2020-11-02,4.7,6.4
2020-11-03,7.7,12.1
2020-11-04,9.4,16.5
2020-11-05,12.0,18.7
2020-11-06,13.6,20.2
2020-11-07,14.1,21.6
2020-11-08,13.4,21.5
2020-11-09,13.2,21.4
2020-11-10,15.4,21.6
2020-11-11,17.7,21.7
2020-11-12,13.1,18.3
2020-11-13,8.7,11.0
2020-11-14,7.3,11.1
2020-11-15,9.6,17.2
2020-11-16,8.6,11.2
2020-11-17,5.0,8.5
2020-11-18,0.5,1.9
2020-11-19,2.4,7.1
2020-11-20,9.1,14.6
2020-11-21,10.8,15.5
2020-11-22,8.0,12.5
2020-11-23,10.1,13.8
2020-11-24,5.2,8.3
2020-11-25,7.7,11.6
2020-11-26,12.7,17.0
2020-11-27,10.3,15.8
2020-11-28,8.4,12.9
2020-11-29,5.8,10.8
2020-11-30,12.0,16.4
2020-12-01,9.2,14.5
2020-12-02,3.7,6.8
2020-12-03,4.4,9.6
2020-12-04,7.0,11.3
2020-12-05,5.7,6.8
2020-12-06,2.2,3.7
2020-12-07,0.7,4.1
2020-12-08,0.2,3.4
2020-12-09,0.7,3.9
2020-12-10,4.0,9.2
2020-12-11,4.4,11.0
2020-12-12,7.7,12.5
2020-12-13,9.6,14.6
2020-12-14,3.1,4.4
2020-12-15,0.6,3.6
2020-12-16,-2.0,0.5
2020-12-17,-2.6,0.4
2020-12-18,-5.0,-1.9
2020-12-19,-6.4,-1.8
2020-12-20,-1.3,3.1
2020-12-21,0.9,3.1
2020-12-22,1.9,5.5
2020-12-23,1.1,3.1
2020-12-24,10.2,14.3
2020-12-25,9.0,14.5
2020-12-26,-2.9,-0.3
2020-12-27,-1.7,2.6
2020-12-28,4.2,9.3
2020-12-29,1.1,3.5
2020-12-30,0.2,3.8
2020-12-31,5.7,8.4
2021-01-01,0.8,3.5
2021-01-02,5.2,9.8
2021-01-03,1.4,3.5
2021-01-04,2.7,6.5
2021-01-05,2.4,4.9
2021-01-06,1.6,4.7
2021-01-07,1.0,5.9
2021-01-08,-0.3,5.2
2021-01-09,-0.9,1.9
2021-01-10,-0.0,5.2
2021-01-11,-1.8,2.1
2021-01-12,0.2,5.8
2021-01-13,0.5,6.1
2021-01-14,2.9,8.9
2021-01-15,3.4,7.7
2021-01-16,5.5,8.1
2021-01-17,3.3,7.4
2021-01-18,2.9,6.6
2021-01-19,1.3,4.7
2021-01-20,-0.1,4.4
2021-01-21,-0.6,5.3
2021-01-22,2.4,6.7
2021-01-23,-2.4,-0.3
2021-01-24,-3.2,0.1
2021-01-25,-1.6,3.4
2021-01-26,-0.2,1.3
2021-01-27,1.1,4.2
2021-01-28,-2.8,0.0
2021-01-29,-6.9,-4.1
2021-01-30,-5.3,0.8
2021-01-31,-5.4,-2.9
2021-02-01,-1.8,0.5
2021-02-02,-0.2,1.3
2021-02-03,-0.6,1.3
2021-02-04,-1.1,3.3
2021-02-05,1.3,4.9
2021-02-06,-0.6,4.0
2021-02-07,-1.9,-0.0
2021-02-08,-7.2,-3.6
2021-02-09,-4.2,0.8
2021-02-10,-4.1,0.0
2021-02-11,-3.0,0.2
2021-02-12,-6.3,-2.8
2021-02-13,-4.8,-2.8
2021-02-14,-0.9,2.3
2021-02-15,-1.0,0.4
2021-02-16,4.5,8.4
2021-02-17,-4.3,-1.3
2021-02-18,-3.9,-2.6
2021-02-19,-1.8,-0.6
2021-02-20,-2.3,-0.1
2021-02-21,-4.6,0.4
2021-02-22,-1.3,2.4
2021-02-23,2.2,5.7
2021-02-24,4.4,11.0
2021-02-25,4.8,8.0
2021-02-26,1.2,6.1
2021-02-27,5.8,11.8
2021-02-28,4.3,7.8
2021-03-01,5.5,8.9
2021-03-02,-3.4,0.1
2021-03-03,3.0,10.6
2021-03-04,1.9,5.7
2021-03-05,-2.4,2.1
2021-03-06,-1.4,1.4
2021-03-07,-1.0,4.4
2021-03-08,-0.7,6.0
2021-03-09,7.6,16.0
2021-03-10,4.5,10.4
2021-03-11,10.8,20.0
2021-03-12,13.6,18.7
2021-03-13,4.4,9.5
2021-03-14,4.7,10.1
2021-03-15,-1.6,2.8
2021-03-16,-0.6,2.4
2021-03-17,3.8,7.8
2021-03-18,5.8,7.5
2021-03-19,1.8,5.6
2021-03-20,3.4,12.6
2021-03-21,5.7,15.0
2021-03-22,6.1,13.1
2021-03-23,7.7,16.1
2021-03-24,9.0,13.1
2021-03-25,11.9,19.5
2021-03-26,16.3,25.6
2021-03-27,11.7,17.6
2021-03-28,11.9,19.0
2021-03-29,8.1,11.5
2021-03-30,7.4,12.5
2021-03-31,11.9,16.7
2021-04-01,7.4,11.1
2021-04-02,0.8,3.5
2021-04-03,3.9,10.9
2021-04-04,9.3,15.8
2021-04-05,11.6,18.1
2021-04-06,11.1,18.3
2021-04-07,11.9,19.9
2021-04-08,11.5,17.8
2021-04-09,8.7,12.2
2021-04-10,11.9,16.4
2021-04-11,11.9,14.6
2021-04-12,7.9,9.0
2021-04-13,10.8,18.4
2021-04-14,12.7,20.0
2021-04-15,10.8,12.9
2021-04-16,7.7,12.2
2021-04-17,8.5,12.0
2021-04-18,10.5,15.4
2021-04-19,11.3,16.9
2021-04-20,14.2,21.5
2021-04-21,11.8,18.2
2021-04-22,4.8,8.1
2021-04-23,9.0,15.5
2021-04-24,12.9,20.0
2021-04-25,11.9,16.6
2021-04-26,9.1,13.9
2021-04-27,9.6,14.5
2021-04-28,16.6,27.0
2021-04-29,17.8,22.8
2021-04-30,15.8,19.5
2021-05-01,10.8,17.4
2021-05-02,18.2,26.2
2021-05-03,14.2,16.1
2021-05-04,14.8,22.2
2021-05-05,12.5,15.4
2021-05-06,12.9,17.3
2021-05-07,11.9,16.5
2021-05-08,9.9,11.5
2021-05-09,10.3,16.8
2021-05-10,11.2,15.1
2021-05-11,12.2,16.8
2021-05-12,11.8,17.9
2021-05-13,13.7,19.2
2021-05-14,15.2,22.0
2021-05-15,16.4,22.7
2021-05-16,16.4,21.7
2021-05-17,16.6,22.9
2021-05-18,19.3,26.5
2021-05-19,20.9,28.6
2021-05-20,16.6,21.6
2021-05-21,17.4,23.0
2021-05-22,24.0,30.8
2021-05-23,25.1,31.6
2021-05-24,16.0,19.0
2021-05-25,17.4,21.6
2021-05-26,23.0,29.3
2021-05-27,22.7,27.7
2021-05-28,14.8,18.9
2021-05-29,9.8,11.1
2021-05-30,9.8,11.5
2021-05-31,14.0,20.5
2021-06-01,16.8,23.8
2021-06-02,17.2,21.7
2021-06-03,17.7,22.4
2021-06-04,20.8,25.4
2021-06-05,24.1,31.5
2021-06-06,25.7,31.4
2021-06-07,25.2,30.3
2021-06-08,25.1,30.2
2021-06-09,25.5,30.4
2021-06-10,22.5,26.5
2021-06-11,17.6,20.7
2021-06-12,18.5,21.3
2021-06-13,18.7,23.6
2021-06-14,19.1,21.3
2021-06-15,20.9,25.4
2021-06-16,19.4,23.3
2021-06-17,18.6,24.0
2021-06-18,20.8,27.5
2021-06-19,24.2,32.3
2021-06-20,23.0,29.2
2021-06-21,24.6,27.8
2021-06-22,20.5,24.5
2021-06-23,17.9,23.2
2021-06-24,18.4,22.7
2021-06-25,19.5,24.2
2021-06-26,22.7,26.2
2021-06-27,25.6,29.2
2021-06-28,27.5,32.5
2021-06-29,28.5,33.5
2021-06-30,29.8,35.4
2021-07-01,24.9,28.6
2021-07-02,22.0,24.4
2021-07-03,17.7,19.5
2021-07-04,20.2,25.0
2021-07-05,22.7,26.3
2021-07-06,26.4,33.3
2021-07-07,26.7,31.8
2021-07-08,24.5,27.9
2021-07-09,24.7,30.0
2021-07-10,23.2,25.8
2021-07-11,22.4,24.7
2021-07-12,24.8,28.4
2021-07-13,22.9,25.7
2021-07-14,24.9,30.5
2021-07-15,25.7,29.3
2021-07-16,27.7,32.4
2021-07-17,26.8,30.7
2021-07-18,25.1,28.4
2021-07-19,24.0,27.7
2021-07-20,25.6,31.0
2021-07-21,23.9,28.0
2021-07-22,22.4,26.7
2021-07-23,22.4,26.3
2021-07-24,22.6,26.7
2021-07-25,24.3,28.7
2021-07-26,26.1,31.8
2021-07-27,25.0,30.5
2021-07-28,23.3,26.9
2021-07-29,22.4,25.4
2021-07-30,23.2,27.9
2021-07-31,19.7,25.8
2021-08-01,21.3,24.1
2021-08-02,21.4,26.5
2021-08-03,20.4,24.2
2021-08-04,21.0,24.4
2021-08-05,21.6,27.0
2021-08-06,23.7,28.7
2021-08-07,24.5,29.6
2021-08-08,20.9,22.7
2021-08-09,22.8,26.3
2021-08-10,23.9,27.2
2021-08-11,26.6,31.7
2021-08-12,28.2,35.1
2021-08-13,28.4,33.0
2021-08-14,27.1,31.4
2021-08-15,23.6,27.6
2021-08-16,22.8,26.5
2021-08-17,23.7,26.1
2021-08-18,24.3,26.9
2021-08-19,26.3,30.3
2021-08-20,24.5,26.6
2021-08-21,24.6,27.0
2021-08-22,23.0,23.5
2021-08-23,24.5,28.5
2021-08-24,25.9,30.8
2021-08-25,25.8,31.2
2021-08-26,26.7,31.8
2021-08-27,27.1,32.3
2021-08-28,22.9,25.9
2021-08-29,21.8,24.4
2021-08-30,24.5,28.6
2021-08-31,24.5,28.8
2021-09-01,21.3,23.2
2021-09-02,19.3,24.4
2021-09-03,18.2,21.9
2021-09-04,19.5,24.9
2021-09-05,20.7,24.5
2021-09-06,22.5,27.0
2021-09-07,20.7,26.0
2021-09-08,23.1,26.5
2021-09-09,21.1,22.7
2021-09-10,19.5,22.9
2021-09-11,19.1,24.7
2021-09-12,22.9,28.9
2021-09-13,24.9,29.0
2021-09-14,22.0,25.7
2021-09-15,24.7,29.9
2021-09-16,21.5,24.0
2021-09-17,21.7,23.7
2021-09-18,23.0,27.3
2021-09-19,20.3,23.5
2021-09-20,18.7,22.7
2021-09-21,20.1,23.0
2021-09-22,22.5,25.0
2021-09-23,23.0,26.0
